x,y
93.23698861670672,49.492710696843666
34.50306639346221,81.38865121711085
60.00420075727546,62.92264535986507
92.97954066583232,77.19419844577556
76.41000393914268,41.230893741185845
69.85016610888901,96.67858311149318
68.65477406183898,39.93617262723041
72.7039891789569,46.47030717266616
76.14556360933136,59.107226487479124
29.89465242543954,64.31873166035922
34.25926984589531,87.10839660055679
41.963844763544024,3.0228077385890284
23.453652897253452,80.16939258557277
92.97573237622754,93.99268897718672
74.21100660949418,79.69027690798166
31.435144111856395,96.61473984809594
36.60186157515668,80.50886342806083
72.62814883863552,79.64906630403806
36.24608184122271,46.26113714497686
41.02156814846687,64.71996419818701
66.1088778151407,29.590351507691647
59.49191266882296,96.43542881552638
18.26526074215249,86.76523431232783
86.57361768099823,62.612671057349935
56.900708507006684,62.099228831134965
47.43649016114399,81.39352718983335
62.916949849156545,84.726281010312
38.980421223984926,28.966930630844058
2.6487918623367745,16.449114370867978
51.184200030909956,65.1384427352874
79.63844901248798,26.97468743778131
58.30313999147641,17.453262926092883
22.438960146955722,87.39093197959542
84.54083746126709,44.75777752279717
24.979363332249083,79.78368257530386
85.7701925584471,63.88725178076455
14.433166411386544,89.57112482736143
23.578307183295344,70.7060808202638
43.053894797308125,22.867791856367713
65.15455193003679,14.660545161477256
40.92793018689922,90.29604159971709
4.405972607890063,86.04291821446988
7.624941320112488,99.03150531029877
82.59761089890148,99.21707940496334
30.753929088810228,4.545569971618679
24.587567300515346,43.56864215028913
55.87090250572084,17.159382243421597
2.8615559751820507,21.7563563882631
4.230553028192019,99.98684989564282
70.24773053460352,55.60179083005017
56.24331491904309,66.3618665309514
29.61489520938001,50.705237988567475
21.732878104613018,18.991471486983592
50.079643552952824,83.83864648354309
9.492834650797487,59.00295307844856
77.3234530140983,24.761062805028278
43.82867429165622,29.64448796353727
39.04884859046738,85.73262318844156
52.5782177859825,85.23756613421259
21.636483913876027,43.269532152396195
46.789071254524075,54.32051718224806
34.63747613280099,23.82199583551725
26.04893957119625,78.34238407570578
7.424176158910645,22.590122261566737
87.75192765299012,33.24044515662943
42.25577181066198,36.804583061287666
90.31066204044924,13.601173923526467
87.85956408658085,65.81156051608437
71.68868409348525,86.74893773720964
17.150121766083835,48.28831022451403
22.68088638994563,49.27913973409932
92.52909408686543,59.117860483604744
62.19585286294167,45.71048749863791
74.6188974418069,78.4711261601952
12.350097281753314,72.07628513673514
96.60994223266144,73.60167261405468
48.38324278017414,59.901602458810245
18.17922154579219,87.79991594894167
21.45485150268911,99.08196349787721
43.19915133305252,45.38566364447749
60.615167177222084,56.14899425784403
36.108346741402464,93.278862040004
81.88126193688367,22.275654619500116
74.39429999813699,62.35488990444358
37.906468608148835,2.9371098213190283
99.01217380568113,49.35573220676732
64.34633996263284,87.51418114778693
2.7204557882827274,60.94826470795163
40.864870455975556,63.86489716533437
78.89720981801764,71.20037717914956
29.588829485900824,34.74676971239923
21.65654549422893,50.564246614517636
36.18530186028619,72.99635368096172
82.82121121141277,19.424575326165396
85.68628225417282,26.14695772265008
94.34078926529119,37.113907017826264
57.45513112300349,55.981344852388325
46.1917529273576,79.43469412115098
27.062208953974686,23.4687861057181
27.68304896763003,78.95937251968878
